id,wave,age,sex,ethnicity,education,region,urbanisation,religion,religion_open,A1,A6_1,A6_2,A6_3,A6_4,A6_5,A6_6,A6_7,A6_8,A6_9,A6_10,A6_11,A6_12,A6_13,A6_14,A6_15,A6_16,A6_17,A6_18,A6_66,A5_1,A5_2,A5_3,A5_4,A5_5,A5_6,A5_7,A5_8,A5_9,A5_10,A5_11,A5_12,A5_13,A5_14,A5_15,A5_16,A5_17,A5_18,A5_66,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_9,B2_10,B2_12,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,C1_A1,C1_A2,C1_A3,C1_A4,C1_A5,C1_A6,C1_A7,C1_A9,C1_A10,C1_A12,C1_A14,C1_A15,C1_A16,C1_A17,C1_A18,C1_A19,C1_A20,C1_A21,C5_1,C5_2,C5_3,D2_1,D2_2,D2_3,D2_4,E1,E2,E3_1,E3_2,E3_3,E3_4,E3_5,E3_6,E3_7,E3_8,E3_9,E3_10,E3_11,E3_12,E3_13,E3_14,E3_15,E3_16,E3_17,E3_18,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F2_7,F2_8,F2_9,F2b_1,F2b_2,F2b_3,G_eval_leaders_1,G_eval_leaders_2,G_eval_leaders_3,G_eval_leaders_4,G_eval_leaders_5,G_eval_leaders_6,G_eval_leaders_7,G_eval_leaders_8,G_eval_leaders_9,G_eval_leaders_10,G_eval_leaders_11,G_eval_leaders_12,G_eval_leaders_13,G_eval_leaders_14,G_eval_leaders_15,G_eval_leaders_16,G_eval_leaders_17,G_eval_leaders_18,G2_1,G2_2,G2_3,G2_4,G2_5,G2_6,G2_7,G2_8,G2_9,G2_10,G2_11,G2_12,G2_13,G2_14,G2_15,G2_16,G2_17,G2_18,G3_1,G3_2,G3_3,G3_4,G3_5,G3_6,G3_7,G3_8,G3_9,G3_10,G3_11,G3_12,G3_13,G3_14,G3_15,G3_16,G3_17,G3_18,G4_1,G4_2,G4_3,G4_4,G4_5,G4_6,G4_7,G4_8,G4_9,G4_10,G4_11,G4_12,G4_13,G4_14,G4_15,G4_16,G4_17,G4_18,H4_1,H4_2,H4_3,H4_4,H4_5,H4_6,H4_7,H4_8,H4_9,H4_10,H4b_1,H4b_2,H4b_3,H4b_4,H4b_5,H4b_6,H4b_7,H4b_8,H4b_9,H4b_10,H7_1,H7_2,H7_3,H7_4,H7_5,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,I20_1,I20_2,I20_3,I20_4,I20_5,I20_6,I20_7,I21_1,I21_2,I21_3
255674,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243754,1,57,Female,Dutch,Medium,South  of the country,Lowly urbanised,1,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,3,2,3,1,1,1,2,2,2,2,3,1,2,2,3,2,2,NA,Environment,NA,Development Aid,NA,NA,NA,NA,NA,NA,NA,Asylumseekers & Migrants,NA,NA,NA,Employment & Social Safety,NA,NA,Asylumseekers & Migrants,Health Care,Norms & Values,2,3,3,3,VVD,9,6,11,10,11,2,0,9,11,1,7,11,9,11,11,11,5,11,11,3,2,1,1,1,1,3,1,2,3,4,5,1,1,1,1,1,1,1,4,1,4,4,1,1,4,4,1,4,4,3,4,4,3,3,1,1,NA,3,NA,NA,3,3,NA,NA,4,NA,NA,4,4,4,3,3,1,1,NA,4,NA,NA,3,3,NA,NA,3,NA,NA,3,4,5,3,3,1,1,NA,4,NA,NA,3,5,NA,NA,5,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,9,NA,9,8,NA,NA,NA,NA,NA,4,4,5,4,4,3,6,7,7,7,3,2,3,2,3,3,1,3,3,3,1,2
955690,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654616,1,46,Female,Dutch,Medium,North  of the country,Not urbanised,7,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,3,2,1,2,1,1,2,1,2,1,3,1,3,2,3,2,1,NA,Environment,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asylumseekers & Migrants,NA,Development Aid,NA,Economy,NA,NA,Health Care,Employment & Social Safety,Security,5,5,4,2,BBB,99,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,2,2,1,2,3,3,2,2,3,4,4,1,1,1,1,1,1,1,1,4,4,4,4,1,4,4,1,4,4,3,3,3,3,3,3,2,3,NA,NA,NA,NA,4,NA,NA,5,NA,NA,4,3,3,3,4,3,3,3,NA,NA,NA,NA,4,NA,NA,5,NA,NA,3,3,3,3,4,3,2,3,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,3,1,3,2,2,7,4,4,3,0,4,0,3,3,3,2,2,3,2,2,1,3
348312,1,33,Male,Dutch,High,West of the country,Medium urbanised,7,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,1,3,3,3,3,1,1,2,3,3,3,1,Security,Environment,Asylumseekers & Migrants,Norms & Values,Health Care,Environment,Norms & Values,Development Aid,Economy,EU & Euro,Asylumseekers & Migrants,Economy,Environment,Norms & Values,Economy,NA,NA,NA,Environment,Norms & Values,poverty and equity,3,3,1,1,GL,2,8,4,10,7,1,2,10,1,5,8,9,4,8,3,9,8,0,9,5,5,2,4,4,4,4,2,3,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,2,4,2,4,4,4,1,2,4,2,4,4,4,4,NA,2,NA,1,1,4,2,5,4,4,1,2,4,1,3,5,2,3,NA,2,NA,1,2,4,2,4,2,3,1,4,4,1,1,4,4,3,NA,2,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,5,1,5,5,4,5,7,7,7,4,5,7,3,4,4,3,1,4,4,3,4,3
269196,1,77,Male,Dutch,Medium,West of the country,Very strongly urbanised,2,,Yes,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,3,3,2,3,1,3,3,2,3,2,2,3,2,2,1,2,Economy,Education & Science,Asylumseekers & Migrants,Norms & Values,poverty and equity,Environment,No topic,poverty and equity,Security,EU & Euro,No topic,Different topic,No topic,No topic,Economy,NA,NA,NA,Economy,Security,Asylumseekers & Migrants,3,3,3,1,VVD,9,8,3,5,5,1,3,11,3,4,8,6,6,6,11,11,7,1,8,2,2,1,2,1,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,3,4,3,2,1,1,2,3,3,3,3,4,2,NA,4,NA,3,4,3,4,3,2,2,1,1,3,4,3,3,3,2,NA,4,NA,3,4,2,3,3,3,2,1,2,3,4,3,3,4,3,NA,4,NA,4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,8,NA,NA,NA,NA,NA,3,2,3,2,2,5,6,0,5,0,0,2,3,3,2,2,2,3,1,2,3,3
853419,1,44,Male,Non-Western Migrant,Medium,North  of the country,Lowly urbanised,66,Omnisme,Don't know,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,2,Different topic,Different topic,Different topic,Different topic,Different topic,Different topic,Different topic,Different topic,Different topic,Different topic,Different topic,Different topic,Different topic,Different topic,Different topic,NA,NA,NA,Employment & Social Safety,Health Care,Housing,2,3,3,3,Denk,99,10,6,10,10,4,5,8,5,9,10,9,4,11,4,4,8,4,8,2,1,1,1,1,2,3,1,1,3,3,3,1,4,1,1,1,1,1,1,1,1,4,4,1,1,4,1,4,1,1,NA,1,2,2,2,2,2,3,1,NA,NA,2,2,NA,2,NA,1,1,NA,1,3,3,3,3,2,1,1,NA,NA,3,2,NA,2,NA,2,2,NA,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,2,NA,2,1,1,1,1,1,NA,NA,NA,NA,NA,7,7,7,6,8,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,1,3,2,3,3,4
258629,1,43,Female,Dutch,Medium,West of the country,Strongly urbanised,7,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,3,2,2,2,2,1,2,2,3,3,3,2,2,2,2,3,2,Economy,Education & Science,poverty and equity,No topic,Health Care,Environment,No topic,Development Aid,Asylumseekers & Migrants,No topic,No topic,Health Care,Norms & Values,No topic,No topic,NA,NA,NA,poverty and equity,Health Care,Economy,3,3,3,3,D66,6,7,4,7,4,2,0,10,2,4,7,5,6,5,5,5,5,11,11,2,2,1,2,3,3,4,2,2,3,3,4,1,1,1,4,1,1,1,1,4,1,4,1,1,4,4,1,4,1,4,3,4,NA,4,3,1,2,NA,2,NA,2,5,NA,NA,5,NA,3,4,4,4,NA,4,3,2,2,NA,3,NA,2,5,NA,NA,5,NA,4,4,2,4,NA,4,2,1,2,NA,3,NA,2,5,NA,NA,4,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,3,2,2,2,2,6,6,3,4,1,2,2,3,3,3,3,3,3,3,4,2,3
769669,1,64,Female,Dutch,Low,East  of the country,Not urbanised,2,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,3,2,2,2,2,2,1,1,3,3,2,2,3,3,3,1,1,NA,Economy,NA,NA,NA,NA,NA,NA,NA,Economy,Environment,NA,NA,Economy,Housing,Economy,NA,NA,Security,Housing,Education & Science,1,3,1,1,CU,6,10,6,10,7,5,3,10,11,6,3,10,11,6,11,6,7,2,11,3,2,2,2,2,3,3,2,2,4,1,3,2,1,1,4,1,1,1,1,4,1,4,1,1,4,4,1,4,1,NA,3,2,NA,4,2,1,4,NA,3,NA,3,4,NA,NA,3,NA,3,NA,4,4,NA,4,3,1,4,NA,4,NA,3,4,NA,NA,3,NA,3,NA,3,3,NA,4,4,1,4,NA,4,NA,3,5,NA,NA,4,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,0,7,7,7,7,7,7,3,3,3,3,3,4,3,3,3,3
647455,1,29,Male,Western Migrant,High,South  of the country,Strongly urbanised,7,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,3,2,2,2,2,3,3,2,3,3,3,3,3,2,3,3,2,EU & Euro,Education & Science,Asylumseekers & Migrants,Norms & Values,Development Aid,Environment,Economy,Norms & Values,Economy,No topic,Different topic,Norms & Values,Environment,Norms & Values,No topic,NA,NA,NA,Security,Norms & Values,Employment & Social Safety,4,4,2,1,Other,7,8,5,8,5,0,2,10,6,4,8,0,2,6,0,9,6,0,5,3,4,3,3,3,3,4,1,2,3,4,4,1,1,1,4,1,1,1,1,4,1,4,4,1,4,4,1,4,1,4,4,4,NA,4,4,1,4,NA,4,NA,NA,5,NA,NA,3,NA,1,4,2,4,NA,5,5,2,4,NA,4,NA,NA,5,NA,NA,3,NA,1,3,3,4,NA,4,4,1,3,NA,4,NA,NA,5,NA,NA,2,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,8,NA,6,NA,NA,7,NA,NA,3,2,4,3,4,5,5,3,6,4,3,3,4,4,3,4,1,2,3,3,4,3
284331,1,71,Male,Western Migrant,Low,South  of the country,Lowly urbanised,7,,Yes,1,1,NA,1,1,1,NA,NA,1,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,No topic,Asylumseekers & Migrants,Asylumseekers & Migrants,Asylumseekers & Migrants,Asylumseekers & Migrants,Environment,poverty and equity,No topic,No topic,No topic,No topic,No topic,poverty and equity,No topic,No topic,NA,NA,NA,Health Care,Housing,poverty and equity,3,3,3,3,PVV,10,0,0,10,0,0,0,10,0,0,0,0,0,6,0,0,6,0,4,1,1,1,1,1,1,1,1,2,5,1,1,2,1,1,4,1,1,1,4,4,4,4,4,1,4,4,4,4,4,NA,1,5,NA,3,1,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1,5,NA,3,1,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1,5,NA,3,1,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,6,0,0,0,4,4,0,1,1,1,1,1,1,1,2,4,4
408793,1,84,Male,Dutch,Medium,West of the country,Lowly urbanised,2,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,3,3,2,3,1,1,3,1,3,3,2,2,2,3,3,1,1,Employment & Social Safety,Environment,Asylumseekers & Migrants,Economy,poverty and equity,Environment,No topic,Norms & Values,Economy,EU & Euro,Different topic,Different topic,Different topic,Different topic,Economy,NA,NA,NA,Different topic,Economy,Environment,4,5,3,2,Other,7,7,3,5,6,2,2,9,1,8,5,8,3,5,5,5,5,11,7,4,3,2,2,2,4,4,3,3,4,1,4,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,1,4,1,3,2,3,4,3,1,1,2,4,3,NA,NA,5,NA,NA,4,NA,3,3,3,2,3,3,2,2,2,3,3,NA,NA,4,NA,NA,5,NA,3,4,2,3,4,4,2,1,3,4,3,NA,NA,5,NA,NA,5,NA,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,9,7,NA,NA,NA,NA,NA,NA,3,2,3,3,3,5,6,5,0,0,2,0,2,3,2,3,1,3,1,2,3,4
759414,1,64,Female,Western Migrant,High,North  of the country,Lowly urbanised,7,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,3,3,3,3,2,3,3,2,2,3,2,3,2,2,Asylumseekers & Migrants,Economy,Asylumseekers & Migrants,Asylumseekers & Migrants,Housing,Environment,NA,Norms & Values,NA,EU & Euro,Asylumseekers & Migrants,Health Care,Environment,NA,NA,NA,NA,NA,Environment,Education & Science,EU & Euro,1,1,1,1,D66,2,6,11,10,8,0,3,10,5,8,10,4,3,7,10,7,7,4,8,3,3,3,3,3,3,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,3,3,3,3,2,3,1,2,5,2,3,4,4,NA,3,2,NA,NA,3,2,2,2,2,2,1,2,3,2,2,3,2,NA,2,2,NA,NA,3,2,2,2,2,2,1,2,2,2,2,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,2,4,4,4,1,7,2,5,0,3,0,3,3,3,3,1,2,1,2,4,3
1224354,1,77,Male,Dutch,Medium,North  of the country,Not urbanised,7,,Yes,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,3,3,1,1,3,1,3,3,1,3,2,1,3,1,1,Asylumseekers & Migrants,poverty and equity,Asylumseekers & Migrants,No topic,Employment & Social Safety,poverty and equity,No topic,Environment,No topic,No topic,No topic,No topic,Environment,No topic,No topic,NA,NA,NA,Environment,Housing,Employment & Social Safety,1,2,3,4,D66,5,10,4,10,9,2,5,10,5,5,11,11,11,7,10,6,9,11,11,3,3,1,3,2,2,4,2,2,4,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,4,1,3,4,1,3,4,4,1,4,5,2,NA,4,4,NA,NA,2,NA,1,3,3,2,3,4,4,1,3,4,2,NA,4,5,NA,NA,2,NA,1,4,4,2,3,4,4,1,4,4,3,NA,4,4,NA,NA,4,NA,3,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,2,3,7,NA,NA,7,NA,7,5,2,4,4,4,6,7,7,0,0,2,0,3,4,3,2,1,3,1,1,3,3
691991,1,69,Male,Dutch,High,West of the country,Strongly urbanised,7,,Yes,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,Environment,NA,Norms & Values,NA,NA,NA,NA,NA,Security,NA,NA,Environment,Asylumseekers & Migrants,Housing,1,1,3,3,VVD,6,6,4,8,6,0,3,10,3,8,9,7,3,5,6,5,7,6,9,5,4,4,5,4,4,5,3,4,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,5,3,4,1,3,3,4,5,5,4,3,3,3,3,1,5,5,2,4,2,4,1,3,2,1,3,5,5,1,1,2,1,1,5,5,3,3,3,4,1,3,3,1,3,5,5,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,5,1,5,5,5,7,7,7,7,0,3,3,4,4,4,3,1,2,3,3,3,3
1296562,1,56,Male,Western Migrant,Low,East  of the country,Lowly urbanised,7,,Don't know,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,3,2,1,3,1,1,3,1,3,1,3,1,3,1,3,2,1,Culture of governance,No topic,Different topic,Culture of governance,Different topic,Asylumseekers & Migrants,Different topic,Norms & Values,No topic,No topic,Asylumseekers & Migrants,Health Care,Different topic,No topic,NA,NA,NA,NA,Norms & Values,Different topic,Employment & Social Safety,5,1,1,3,50Plus,2,7,6,10,7,0,1,10,11,11,11,11,11,4,10,11,5,11,11,4,4,2,4,2,3,4,2,3,4,2,2,1,1,1,1,1,1,1,1,4,1,4,4,1,4,4,1,4,1,3,3,1,3,4,4,1,2,NA,3,NA,NA,4,NA,NA,4,NA,3,2,2,1,2,4,3,1,2,NA,3,NA,NA,5,NA,NA,5,NA,3,3,2,1,3,5,4,1,3,NA,3,NA,NA,5,NA,NA,5,NA,3,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,8,NA,4,8,NA,NA,7,NA,NA,3,1,1,1,1,2,0,1,1,0,2,0,3,1,3,4,1,3,1,2,3,2
692659,1,72,Female,Non-Western Migrant,High,North  of the country,Lowly urbanised,7,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,Economy,Education & Science,Asylumseekers & Migrants,Norms & Values,poverty and equity,Employment & Social Safety,No topic,Norms & Values,No topic,EU & Euro,Security,Health Care,Environment,No topic,No topic,NA,NA,NA,EU & Euro,Norms & Values,Environment,3,3,3,4,D66,3,7,3,8,5,1,2,10,2,6,9,5,3,2,7,5,8,11,11,3,3,1,4,2,2,4,1,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,2,4,2,4,4,4,1,4,4,2,3,4,4,3,NA,2,NA,2,4,4,2,4,4,2,1,4,4,2,3,4,4,3,NA,2,NA,1,3,4,4,4,4,4,2,4,4,4,3,4,4,3,NA,4,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,7,NA,NA,7,NA,7,3,1,3,3,3,7,7,1,7,1,2,0,4,4,4,4,2,3,1,4,1,4
1103956,1,21,Male,Non-Western Migrant,Medium,East  of the country,Lowly urbanised,66,Orthodox,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,3,2,2,2,2,3,3,2,2,3,2,2,2,2,3,3,3,2,No topic,NA,NA,NA,NA,Different topic,Different topic,NA,NA,Culture of governance,NA,NA,NA,NA,EU & Euro,No topic,No topic,NA,Culture of governance,EU & Euro,poverty and equity,4,4,2,1,PVV,7,5,3,10,6,1,2,10,1,4,9,8,1,6,11,11,7,1,10,5,3,2,2,3,3,3,3,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,2,2,2,2,2,2,2,2,2,2,5,5,5,3,NA,3,NA,3,1,4,3,4,1,1,1,2,2,3,4,5,5,3,NA,4,NA,3,2,2,2,2,3,1,1,1,3,1,4,3,5,2,NA,3,NA,3,1,NA,1,NA,NA,NA,NA,1,1,NA,6,NA,7,NA,NA,NA,NA,5,9,NA,3,1,1,1,1,1,3,4,5,4,6,0,3,3,3,3,3,3,3,4,3,3
416361,1,72,Female,Dutch,Medium,South  of the country,Not urbanised,2,,Yes,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,3,3,3,2,2,3,3,3,3,2,3,3,3,2,Economy,Economy,Asylumseekers & Migrants,Norms & Values,Norms & Values,Environment,No topic,Norms & Values,No topic,Norms & Values,No topic,No topic,No topic,No topic,No topic,NA,NA,NA,Norms & Values,Health Care,Security,1,1,1,1,CU,5,10,7,10,5,1,2,10,1,5,9,8,5,5,10,5,5,9,9,4,3,3,3,3,4,4,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,4,4,1,4,3,4,1,2,5,2,4,3,4,NA,NA,2,NA,1,4,4,1,4,1,3,1,1,5,1,4,3,4,NA,NA,1,NA,1,4,4,1,4,3,4,1,1,5,1,4,3,4,NA,NA,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,3,1,3,3,1,3,3,3,0,3,3,0,3,3,3,3,3,4,3,3,3,3
1084354,1,56,Male,Dutch,Medium,East  of the country,Lowly urbanised,1,,Yes,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,3,3,2,2,2,3,1,2,3,3,3,3,2,2,2,2,2,1,Security,Environment,Asylumseekers & Migrants,Norms & Values,poverty and equity,Environment,Asylumseekers & Migrants,poverty and equity,No topic,EU & Euro,Different topic,Employment & Social Safety,Economy,Different topic,No topic,NA,NA,NA,Culture of governance,Norms & Values,Economy,1,1,1,1,VVD,8,8,4,9,7,1,1,10,1,2,9,3,2,2,2,9,8,2,9,4,3,2,3,2,4,4,4,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,1,4,1,4,4,4,4,4,2,1,4,4,2,3,NA,5,NA,NA,5,NA,3,4,4,4,4,4,2,1,4,4,4,4,NA,5,NA,NA,5,NA,3,3,2,4,3,4,1,1,1,4,3,3,NA,5,NA,NA,5,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,5,2,4,3,4,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3
